order,family,common_name,bird_id,normalized_response,n,relaxed_by_hand
Passeriformes,Polioptilidae (Gnatcatchers),Blue-gray Gnatcatcher,buggna,finvh,1,
Passeriformes,Polioptilidae (Gnatcatchers),Blue-gray Gnatcatcher,buggna,flatbilledcanary,1,
Passeriformes,Polioptilidae (Gnatcatchers),Blue-gray Gnatcatcher,buggna,forestfledgling,1,
Passeriformes,Polioptilidae (Gnatcatchers),Blue-gray Gnatcatcher,buggna,gray,1,
Passeriformes,Polioptilidae (Gnatcatchers),Blue-gray Gnatcatcher,buggna,grayfinch,1,
Passeriformes,Polioptilidae (Gnatcatchers),Blue-gray Gnatcatcher,buggna,grayjay,2,
Passeriformes,Polioptilidae (Gnatcatchers),Blue-gray Gnatcatcher,buggna,graypiper,1,
Passeriformes,Polioptilidae (Gnatcatchers),Blue-gray Gnatcatcher,buggna,graytit,1,
Passeriformes,Polioptilidae (Gnatcatchers),Blue-gray Gnatcatcher,buggna,graywren,1,
Passeriformes,Polioptilidae (Gnatcatchers),Blue-gray Gnatcatcher,buggna,greybabybird,1,
Passeriformes,Polioptilidae (Gnatcatchers),Blue-gray Gnatcatcher,buggna,greybird,1,
Passeriformes,Polioptilidae (Gnatcatchers),Blue-gray Gnatcatcher,buggna,greyfinch,2,
Passeriformes,Polioptilidae (Gnatcatchers),Blue-gray Gnatcatcher,buggna,greypigeon,1,
Passeriformes,Polioptilidae (Gnatcatchers),Blue-gray Gnatcatcher,buggna,greywren,1,
Passeriformes,Polioptilidae (Gnatcatchers),Blue-gray Gnatcatcher,buggna,hummingbird,1,
Passeriformes,Polioptilidae (Gnatcatchers),Blue-gray Gnatcatcher,buggna,jay,2,
Passeriformes,Polioptilidae (Gnatcatchers),Blue-gray Gnatcatcher,buggna,junco,1,
Passeriformes,Polioptilidae (Gnatcatchers),Blue-gray Gnatcatcher,buggna,nuthatch,1,
Passeriformes,Polioptilidae (Gnatcatchers),Blue-gray Gnatcatcher,buggna,parakeet,1,
Passeriformes,Polioptilidae (Gnatcatchers),Blue-gray Gnatcatcher,buggna,pigeon,1,
Passeriformes,Polioptilidae (Gnatcatchers),Blue-gray Gnatcatcher,buggna,plunige,1,
Passeriformes,Polioptilidae (Gnatcatchers),Blue-gray Gnatcatcher,buggna,robin,3,
Passeriformes,Polioptilidae (Gnatcatchers),Blue-gray Gnatcatcher,buggna,shortwingedbird,1,
Passeriformes,Polioptilidae (Gnatcatchers),Blue-gray Gnatcatcher,buggna,snowbird,1,
Passeriformes,Polioptilidae (Gnatcatchers),Blue-gray Gnatcatcher,buggna,songbird,1,
Passeriformes,Polioptilidae (Gnatcatchers),Blue-gray Gnatcatcher,buggna,sparrow,9,
Passeriformes,Polioptilidae (Gnatcatchers),Blue-gray Gnatcatcher,buggna,straighttail,1,
Passeriformes,Polioptilidae (Gnatcatchers),Blue-gray Gnatcatcher,buggna,swallow,1,
Passeriformes,Polioptilidae (Gnatcatchers),Blue-gray Gnatcatcher,buggna,titmouse,7,
Passeriformes,Polioptilidae (Gnatcatchers),Blue-gray Gnatcatcher,buggna,townsend,1,
Passeriformes,Polioptilidae (Gnatcatchers),Blue-gray Gnatcatcher,buggna,turtledove,1,
Passeriformes,Polioptilidae (Gnatcatchers),Blue-gray Gnatcatcher,buggna,vireo,2,
Passeriformes,Polioptilidae (Gnatcatchers),Blue-gray Gnatcatcher,buggna,wagtail,1,
Passeriformes,Polioptilidae (Gnatcatchers),Blue-gray Gnatcatcher,buggna,walleyebird,1,
Passeriformes,Polioptilidae (Gnatcatchers),Blue-gray Gnatcatcher,buggna,wren,6,
Passeriformes,Polioptilidae (Gnatcatchers),Blue-gray Gnatcatcher,buggna,yellowtail,1,
Galliformes,Odontophoridae (New World Quail),California Quail,calqua,50shairstylebird,1,
Galliformes,Odontophoridae (New World Quail),California Quail,calqua,brownpigeon,1,
Galliformes,Odontophoridae (New World Quail),California Quail,calqua,cockatoo,1,
Galliformes,Odontophoridae (New World Quail),California Quail,calqua,crow,1,
Galliformes,Odontophoridae (New World Quail),California Quail,calqua,dove,4,
Galliformes,Odontophoridae (New World Quail),California Quail,calqua,feather,1,
Galliformes,Odontophoridae (New World Quail),California Quail,calqua,featherbird,2,
Galliformes,Odontophoridae (New World Quail),California Quail,calqua,featheredfinchbird,1,
Galliformes,Odontophoridae (New World Quail),California Quail,calqua,featheredpheasant,1,
Galliformes,Odontophoridae (New World Quail),California Quail,calqua,featherhatpheasant,1,
Galliformes,Odontophoridae (New World Quail),California Quail,calqua,fessent,1,
Galliformes,Odontophoridae (New World Quail),California Quail,calqua,frenchhen,1,
Galliformes,Odontophoridae (New World Quail),California Quail,calqua,groovydudebird,1,
Galliformes,Odontophoridae (New World Quail),California Quail,calqua,grouse,3,
Galliformes,Odontophoridae (New World Quail),California Quail,calqua,guineahen,1,
Galliformes,Odontophoridae (New World Quail),California Quail,calqua,guinnechicken,1,
Galliformes,Odontophoridae (New World Quail),California Quail,calqua,kite,1,
Galliformes,Odontophoridae (New World Quail),California Quail,calqua,lark,1,
Galliformes,Odontophoridae (New World Quail),California Quail,calqua,mund,1,
Galliformes,Odontophoridae (New World Quail),California Quail,calqua,parrot,1,
Galliformes,Odontophoridae (New World Quail),California Quail,calqua,partridge,3,
Galliformes,Odontophoridae (New World Quail),California Quail,calqua,peacock,2,
Galliformes,Odontophoridae (New World Quail),California Quail,calqua,peafowl,1,
Galliformes,Odontophoridae (New World Quail),California Quail,calqua,peagabird,1,
Galliformes,Odontophoridae (New World Quail),California Quail,calqua,pheasant,6,
Galliformes,Odontophoridae (New World Quail),California Quail,calqua,pigeon,8,
Galliformes,Odontophoridae (New World Quail),California Quail,calqua,puffbird,1,
Galliformes,Odontophoridae (New World Quail),California Quail,calqua,qual,1,
Galliformes,Odontophoridae (New World Quail),California Quail,calqua,ridgedpheasant,1,
Galliformes,Odontophoridae (New World Quail),California Quail,calqua,robin,1,
Galliformes,Odontophoridae (New World Quail),California Quail,calqua,rooster,1,
Galliformes,Odontophoridae (New World Quail),California Quail,calqua,sparrow,1,
Galliformes,Odontophoridae (New World Quail),California Quail,calqua,spotteddove,1,
Galliformes,Odontophoridae (New World Quail),California Quail,calqua,tweedle,1,
Galliformes,Odontophoridae (New World Quail),California Quail,calqua,warbler,1,
Galliformes,Odontophoridae (New World Quail),California Quail,calqua,widowssparrow,1,
Galliformes,Odontophoridae (New World Quail),California Quail,calqua,woodduck,1,
Galliformes,Odontophoridae (New World Quail),California Quail,calqua,wren,1,
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Canada Goose,cangoo,canadiangeese,2,
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Canada Goose,cangoo,duck,8,
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Canada Goose,cangoo,geese,2,
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Canada Goose,cangoo,gesses,1,
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Canada Goose,cangoo,mallard,2,
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Canada Goose,cangoo,riverduck,1,
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Canada Goose,cangoo,swan,5,
Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Canada Goose,cangoo,woodduck,1,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,americankiwi,1,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,banpeak,1,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,cardinal,2,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,crane,6,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,crestedheron,1,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,cuckoo,1,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,cukoobird,1,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,dwarfflamingo,1,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,finch,1,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,fowl,1,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,goldenbelly,1,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,goldencrestedherron,1,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,gull,2,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,hairybird,1,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,heron,7,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,herron,1,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,hummingbird,1,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,ibis,1,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,kingfisher,2,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,lark,1,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,longedleggedbird,1,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,miniaturestork,1,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,minipelican,1,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,mockingbird,2,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,orangebillbird,1,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,orangebilledfinch,1,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,orangefeather,1,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,pidgeon,1,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,pigeon,1,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,pinkfluff,1,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,puffin,1,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,quirkyduck,1,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,rateparakeet,1,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,redfootedbird,1,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,rivergull,1,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,robin,2,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,sandpiper,1,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,seagull,2,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,shrew,1,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,snipe,1,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,snowswallow,1,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,songbird,1,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,squall,1,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,starling,1,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,stilt,1,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,teacuppelican,1,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,tern,1,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,titmouse,1,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,torca,1,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,vulturecrane,1,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,waterfowl,1,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,whiteandorangebird,1,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,whitebird,1,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,whitecrane,1,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,whitesparrow,1,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,woodpecker,2,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,yellowbeakedfinch,1,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,yellowbilledplumbird,1,
Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,categr,yellowtippedsparrow,1,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,bigbreastedcardinal,1,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,blackbeek,1,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,blackeyedfinch,1,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,brown,1,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,browncardenal,1,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,browncardinal,2,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,brownheadedkingbird,1,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,brownjay,1,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,brownrobin,1,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,budgie,1,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,bushtit,1,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,canadiancardinal,1,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,cardinal,16,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,cardnial,1,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,chickadee,2,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,emperorfinch,1,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,finch,11,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,grouse,1,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,hawk,1,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,hen,1,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,jay,2,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,magpie,1,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,mohawk,1,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,mohawkbird,1,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,morningglory,1,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,orangebird,1,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,orangefinch,1,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,pigeon,1,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,quail,1,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,raccoonpunkbird,1,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,rainbowcardinal,1,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,redwingcardinal,1,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,redwinged,1,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,redwingfinch,1,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,robin,3,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,robinjay,1,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,roundbird,1,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,skaterboybird,1,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,songbird,1,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,sparrow,4,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,titmouse,3,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,tuftedfinch,1,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,tuftedtitmouse,1,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,wren,2,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,yellowbellybird,1,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,yellowbrestedwarbler,1,
Passeriformes,Bombycillidae (Waxwings),Cedar Waxwing,cedwax,yellowperry,1,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,binchicken,1,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,blackbird,3,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,blackfinch,1,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,blackflamingolookingthing,1,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,blackpigeon,1,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,chicken,6,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,chickenduck,3,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,coot,1,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,crane,1,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,dorset,1,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,duck,2,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,duckvulture,1,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,egot,1,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,exoticpigeon,1,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,fowl,1,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,goose,3,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,greenfootbeachduck,1,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,greenfootwallie,1,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,greenleggedcrane,1,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,greenleggedpigeon,1,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,grouse,1,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,hen,1,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,mockingbird,1,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,moorhen,2,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,morehen,1,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,morheen,1,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,partridge,1,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,pecker,1,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,pheasant,6,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,pidgeon,1,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,pigeon,4,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,plick,1,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,plover,2,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,quail,3,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,quali,1,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,rail,1,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,redbilledgoose,1,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,redbilledpigeon,1,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,redface,1,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,redheadedchicken,1,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,redpecker,1,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,roadrunner,2,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,rooster,1,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,runner,1,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,sandpiper,2,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,seagull,1,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,starling,3,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,stem,1,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,swallow,1,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,swift,1,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,turkeypigeon,1,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,vulture,1,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,weirdgoose,1,
Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,comgal1,whitestreakpheasant,1,
Passeriformes,Icteridae (Troupials and Allies),Common Grackle,comgra,blackbeauty,1,
Passeriformes,Icteridae (Troupials and Allies),Common Grackle,comgra,blackbird,12,
Passeriformes,Icteridae (Troupials and Allies),Common Grackle,comgra,blackcrow,1,
Passeriformes,Icteridae (Troupials and Allies),Common Grackle,comgra,blackoilspillbird,1,
Passeriformes,Icteridae (Troupials and Allies),Common Grackle,comgra,bluebird,1,
Passeriformes,Icteridae (Troupials and Allies),Common Grackle,comgra,bluejay,3,
Passeriformes,Icteridae (Troupials and Allies),Common Grackle,comgra,brewersblackbird,1,
Passeriformes,Icteridae (Troupials and Allies),Common Grackle,comgra,budgie,1,
Passeriformes,Icteridae (Troupials and Allies),Common Grackle,comgra,cardinal,1,
Passeriformes,Icteridae (Troupials and Allies),Common Grackle,comgra,commonblackbird,1,
Passeriformes,Icteridae (Troupials and Allies),Common Grackle,comgra,commoncrackle,1,
Passeriformes,Icteridae (Troupials and Allies),Common Grackle,comgra,croaker,1,
Passeriformes,Icteridae (Troupials and Allies),Common Grackle,comgra,crow,19,
Passeriformes,Icteridae (Troupials and Allies),Common Grackle,comgra,europeanstarling,1,
Passeriformes,Icteridae (Troupials and Allies),Common Grackle,comgra,falseraven,1,
Passeriformes,Icteridae (Troupials and Allies),Common Grackle,comgra,finch,3,
Passeriformes,Icteridae (Troupials and Allies),Common Grackle,comgra,hawk,1,
Passeriformes,Icteridae (Troupials and Allies),Common Grackle,comgra,hoodedraven,1,
Passeriformes,Icteridae (Troupials and Allies),Common Grackle,comgra,iridescentcrow,1,
Passeriformes,Icteridae (Troupials and Allies),Common Grackle,comgra,jackdaw,1,
Passeriformes,Icteridae (Troupials and Allies),Common Grackle,comgra,jewelbird,1,
Passeriformes,Icteridae (Troupials and Allies),Common Grackle,comgra,magpie,1,
Passeriformes,Icteridae (Troupials and Allies),Common Grackle,comgra,mockingbird,1,
Passeriformes,Icteridae (Troupials and Allies),Common Grackle,comgra,multicoloredraven,1,
Passeriformes,Icteridae (Troupials and Allies),Common Grackle,comgra,oiler,1,
Passeriformes,Icteridae (Troupials and Allies),Common Grackle,comgra,pigeon,1,
Passeriformes,Icteridae (Troupials and Allies),Common Grackle,comgra,purplecanary,1,
Passeriformes,Icteridae (Troupials and Allies),Common Grackle,comgra,rainbowcrow,2,
Passeriformes,Icteridae (Troupials and Allies),Common Grackle,comgra,raven,9,
Passeriformes,Icteridae (Troupials and Allies),Common Grackle,comgra,ravencrow,1,
Passeriformes,Icteridae (Troupials and Allies),Common Grackle,comgra,rustyblackbird,1,
Passeriformes,Icteridae (Troupials and Allies),Common Grackle,comgra,smallcrow,1,
Passeriformes,Icteridae (Troupials and Allies),Common Grackle,comgra,sparrow,4,
Passeriformes,Icteridae (Troupials and Allies),Common Grackle,comgra,starling,4,
Passeriformes,Icteridae (Troupials and Allies),Common Grackle,comgra,swallow,1,
Passeriformes,Icteridae (Troupials and Allies),Common Grackle,comgra,warbler,2,
Passeriformes,Icteridae (Troupials and Allies),Common Grackle,comgra,wideeyedbird,1,
Passeriformes,Icteridae (Troupials and Allies),Common Grackle,comgra,wren,1,
Gaviiformes,Gaviidae (Loons),Common Loon,comloo,billedgoose,1,
Gaviiformes,Gaviidae (Loons),Common Loon,comloo,blackduck,4,
Gaviiformes,Gaviidae (Loons),Common Loon,comloo,buetduckel,1,
Gaviiformes,Gaviidae (Loons),Common Loon,comloo,coot,1,
Gaviiformes,Gaviidae (Loons),Common Loon,comloo,darkgoose,1,
Gaviiformes,Gaviidae (Loons),Common Loon,comloo,duck,48,
Gaviiformes,Gaviidae (Loons),Common Loon,comloo,duckgoose,1,
Gaviiformes,Gaviidae (Loons),Common Loon,comloo,falseduck,1,
Gaviiformes,Gaviidae (Loons),Common Loon,comloo,forestduck,1,
Gaviiformes,Gaviidae (Loons),Common Loon,comloo,geese,2,
Gaviiformes,Gaviidae (Loons),Common Loon,comloo,goose,2,
Gaviiformes,Gaviidae (Loons),Common Loon,comloo,gothduck,1,
Gaviiformes,Gaviidae (Loons),Common Loon,comloo,heron,1,
Gaviiformes,Gaviidae (Loons),Common Loon,comloo,malard,1,
Gaviiformes,Gaviidae (Loons),Common Loon,comloo,mallard,4,
Gaviiformes,Gaviidae (Loons),Common Loon,comloo,spottedduck,2,
Gaviiformes,Gaviidae (Loons),Common Loon,comloo,spottedgoose,1,
Gaviiformes,Gaviidae (Loons),Common Loon,comloo,swan,1,
